"numero_tombo","especie","autoria","familia","genero","nome_comum","dia_inicio","mes_inicio","ano_inicio","dia_fim","mes_fim","ano_fim","data_registro","coletor","determinador","tipo_de_registro","pais","codigo_pais","estado","municipio","localidade","latitude","longitude","numero_individuos","ambiente"
"MN-0043559","Rhea americana","(Linnaeus, 1758)","Rheidae","Rhea","Ema","09","12","2022","09","01","2023","09/12/2022","L. Souza","B. Carvalho","Observação em campo","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.28783","-52.93498","3","Cerrado / campo limpo"
"MN-0043410","Paubrasilia echinata","(Lam.) Gagnon, H.C.Lima & G.P.Lewis","Fabaceae","Paubrasilia","Pau-brasil","05","01","2023","05","01","2023","05/01/2023","A. Maciel","P. Santos","Coleta","Brasil","BR","Bahia","Una","Reserva Biológica de Una","-15.17791","-39.08821","1","Floresta Atlântica"
"","Ateles paniscus","(Linnaeus, 1758)","Atelidae","Ateles","Macaco-aranha-de-cara-vermelha","16","12","2020","16","02","2021","16/12/2020","B. Carvalho","L. Souza","Registro fotográfico","Brasil","BR","Pará","Melgaço","Floresta Nacional de Caxiuanã","-1.71442","-51.4645","3","Floresta de terra firme"
"MN-0043161","Butia odorata","(Barb.Rodr.) Noblick","Arecaceae","Butia","Butiá","22","07","2019","22","10","2019","22/07/2019","P. Santos","C. Lima","Espécime preservado","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.63727","-54.13349","1","Campos do Pampa"
"MN-0043434","Sporophila albogularis","(Spix, 1825)","Thraupidae","Sporophila","Golinho","03","02","2015","03","02","2015","03/02/2015","R. Cunha","D. Rocha","Coleta","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.64059","-38.49096","2","Caatinga arbórea"
"MN-0043884","Blastocerus dichotomus","(Illiger, 1815)","Cervidae","Blastocerus","Cervo-do-pantanal","23","11","2021","23","02","2022","23/11/2021","C. Lima","J. Pereira","Observação","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.31059","-56.74125","1","Planície de inundação do Pantanal"
"MN-0042828","Tapirus terrestris","(Linnaeus, 1758)","Tapiridae","Tapirus","Anta","05","02","2022","05","05","2023","05/02/2022","T. Almeida","P. Santos","Observação","Brasil","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.29031","-46.55257","1","Campo rupestre / rio de planalto"
"MN-0043104","Euterpe edulis","Mart.","Arecaceae","Euterpe","Palmito-juçara","02","05","2015","02","07","2015","02/05/2015","L. Souza","P. Santos","Coleta","Brasil","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.4172","-44.64061","3","Floresta Atlântica montana"
"MN-0043606","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","04","07","2015","04","07","2015","04/07/2015","R. Cunha","L. Souza","Registro fotográfico","Brasil","BR","Rio Grande do Sul","Santa Maria","Morro da Caturrita","-29.72098","-53.81422","","Campos do Pampa"
"MN-0043803","Panthera onca","(Linnaeus, 1758)","Felidae","Panthera","Onça-pintada","19","09","2017","19","08","2018","19/09/2017","R. Cunha","P. Santos","Armadilha fotográfica","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.38604","-56.76612","1","Planície de inundação do Pantanal"
"MN-0043721","Tangara cyanocephala","(Statius Müller, 1776)","Thraupidae","Tangara","Saíra-militar","07","11","2022","07","11","2022","07/11/2022","B. Carvalho","R. Cunha","Observação","Brasil","BR","Alagoas","Quebrangulo","Estação Ecológica de Pedra Talhada","-9.26634","-36.41962","1","Brejo de altitude"
"MN-0043215","Swietenia macrophylla","King","Meliaceae","Swietenia","Mogno","15","10","2024","15","10","2024","15/10/2024","B. Carvalho","P. Santos","Material preservado (herbário)","BRASIL","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.64416","-55.92348","3","Floresta amazônica (sul)"
"MN-0043788","Anodorhynchus leari","Bonaparte, 1856","Psittacidae","Anodorhynchus","Arara-azul-de-lear","10","03","2020","10","03","2020","10/03/2020","G. Nunes","L. Souza","Observação","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.60337","-38.46595","2","Caatinga arbórea"
"MN-0043121","Procnias nudicollis","(Vieillot, 1817)","Cotingidae","Procnias","Araponga-do-nordeste","08","05","2022","08","07","2022","08/05/2022","A. Maciel","T. Almeida","Registro fotográfico","Brasil","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.70905","-35.17163","","Floresta Atlântica"
"MN-0043139","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","22","04","2021","22","04","2021","22/04/2021","A. Maciel","A. Maciel","Observação em campo","Brasil","BR","Rio Grande do Sul","Santa Maria","Morro da Caturrita","-29.65524","-53.82379","2","Campos do Pampa"
"MN-0043526","Procnias nudicollis","(Vieillot, 1817)","Cotingidae","Procnias","Araponga-do-nordeste","09","10","2022","09","11","2022","09/10/2022","G. Nunes","J. Pereira","Observação","Brasil","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.76231","-35.17596","2","Floresta Atlântica"
"MN-0043438","Tapirus terrestris","(Linnaeus, 1758)","Tapiridae","Tapirus","Anta","22","11","2020","22","08","2021","22/11/2020","L. Souza","T. Almeida","Armadilha fotográfica","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.25165","-52.95288","","Cerrado / campo limpo"
"MN-0043626","Leontopithecus rosalia","(Linnaeus, 1766)","Callitrichidae","Leontopithecus","Mico-leão-dourado","05","02","2023","05","02","2023","05/02/2023","B. Carvalho","L. Souza","Observação em campo","Brasil","BR","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-22.58827","-42.28289","5","Floresta Atlântica"
"MN-0043523","Ateles paniscus","(Linnaeus, 1758)","Atelidae","Ateles","Macaco-aranha-de-cara-vermelha","10","04","2015","10","04","2015","10/04/2015","J. Pereira","A. Maciel","Observação em campo","Brasil","BR","Pará","Melgaço","Floresta Nacional de Caxiuanã","-1.72401","-51.42906","2","Floresta de terra firme"
"","Cereus jamacaru","DC.","Cactaceae","Cereus","Mandacaru","05","12","2019","05","03","2020","05/12/2019","F. Oliveira","D. Rocha","Material preservado (herbário)","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.59736","-38.49777","","Caatinga arbórea"
"MN-0043495","Anodorhynchus hyacinthinus","(Latham, 1790)","Psittacidae","Anodorhynchus","Arara-azul-grande","20","10","2020","20","12","2020","20/10/2020","B. Carvalho","P. Santos","Registro fotográfico","Brasil","BR","Mato Grosso do Sul","Miranda","RPPN Caiman","-19.91054","-56.33634","2","Planície de inundação do Pantanal"
"MN-0043223","Sporophila albogularis","(Spix, 1825)","Thraupidae","Sporophila","Golinho","12","02","2023","12","03","2023","12/02/2023","B. Carvalho","B. Carvalho","Espécime preservado","","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.63948","-38.52548","1","Caatinga arbórea"
"MN-0043422","Caiman yacare","(Daudin, 1802)","Alligatoridae","Caiman","Jacaré-do-pantanal","03","12","2023","03","01","2024","03/12/2023","P. Santos","R. Cunha","Registro fotográfico","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.30512","-56.7295","3","Planície de inundação do Pantanal"
"MN-0042950","Myrmecophaga tridactyla","Linnaeus, 1758","Myrmecophagidae","Myrmecophaga","Tamanduá-bandeira","12","02","2016","12","02","2017","12/02/2016","J. Pereira","B. Carvalho","Armadilha fotográfica","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.24932","-52.95911","1","Cerrado / campo limpo"
"MN-0043700","Myrmecophaga tridactyla","Linnaeus, 1758","Myrmecophagidae","Myrmecophaga","Tamanduá-bandeira","21","08","2016","21","03","2017","21/08/2016","G. Nunes","J. Pereira","Registro fotográfico","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.13579","-47.48456","4","Cerrado sentido restrito"
"MN-0042930","Pyrrhura griseipectus","Salvadori, 1900","Psittacidae","Pyrrhura","Tiriba-de-peito-cinza","15","04","2017","15","07","2017","15/04/2017","R. Cunha","G. Nunes","Observação em campo","Brasil","BR","Ceará","Quixadá","Serra do Estevão","-4.978","-39.00249","1","Caatinga / serra úmida"
"MN-0043379","Chrysocyon brachyurus","(Illiger, 1815)","Canidae","Chrysocyon","Lobo-guará","26","06","2024","26","06","2025","26/06/2024","L. Souza","P. Santos","Armadilha fotográfica","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.29546","-52.96424","1","Cerrado / campo limpo"
"MN-0043538","Ramphastos tucanus","Linnaeus, 1758","Ramphastidae","Ramphastos","Tucano-grande-de-papo-branco","19","07","2021","19","08","2021","19/07/2021","G. Nunes","M. Andrade","Observação em campo","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.61234","-55.9298","2","Floresta amazônica (sul)"
"MN-0043030","Penelope jacucaca","Spix, 1825","Cracidae","Penelope","Jacucaca","01","09","2023","01","09","2023","01/09/2023","M. Andrade","D. Rocha","Observação em campo","Brasil","BR","Bahia","Boa Nova","Parque Nacional de Boa Nova","-14.40416","-40.1874","1","Mata-de-cipó"
"MN-0043829","Cereus jamacaru","DC.","Cactaceae","Cereus","Mandacaru","12","03","2022","12","05","2022","12/03/2022","R. Cunha","R. Cunha","Coleta","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.57646","-38.46312","1","Caatinga arbórea"
"MN-0043864","Rhea americana","(Linnaeus, 1758)","Rheidae","Rhea","Ema","07","04","2023","07","04","2023","07/04/2023","P. Santos","L. Souza","Observação","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.26009","-52.92684","","Cerrado / campo limpo"
"MN-0043170","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","27","03","2022","27","05","2022","27/03/2022","T. Almeida","R. Cunha","Observação","Brasil","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.72554","-35.19566","2","Floresta Atlântica"
"MN-0043315","Procnias nudicollis","(Vieillot, 1817)","Cotingidae","Procnias","Araponga-do-nordeste","09","05","2017","09","05","2017","09/05/2017","T. Almeida","B. Carvalho","Observação em campo","Brasil","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.70683","-35.18474","2","Floresta Atlântica"
"MN-0043274","Anodorhynchus hyacinthinus","(Latham, 1790)","Psittacidae","Anodorhynchus","Arara-azul-grande","07","05","2020","07","08","2020","07/05/2020","M. Andrade","D. Rocha","Observação","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.35604","-56.76831","1","Planície de inundação do Pantanal"
"","Myrmecophaga tridactyla","Linnaeus, 1758","Myrmecophagidae","Myrmecophaga","Tamanduá-bandeira","07","04","2015","07","09","2015","07/04/2015","L. Souza","P. Santos","Armadilha fotográfica","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.32088","-52.96131","1","Cerrado / campo limpo"
"MN-0043398","Panthera onca","(Linnaeus, 1758)","Felidae","Panthera","Onça-pintada","27","06","2015","27","06","2016","27/06/2015","L. Souza","D. Rocha","Armadilha fotográfica","Brasil","BR","Mato Grosso do Sul","Miranda","RPPN Caiman","-19.97858","-56.31271","4","Planície de inundação do Pantanal"
"MN-0043111","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","28","12","2023","28","01","2024","28/12/2023","T. Almeida","L. Souza","Registro fotográfico","Brasil","BR","Rio Grande do Sul","Santa Maria","Morro da Caturrita","-29.6785","-53.83601","1","Campos do Pampa"
"MN-0043525","Leontopithecus rosalia","(Linnaeus, 1766)","Callitrichidae","Leontopithecus","Mico-leão-dourado","","04","2022","","07","2022","04/2022","D. Rocha","D. Rocha","Observação","Brasil","BR","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-22.54705","-42.23234","1","Floresta Atlântica"
"MN-0043578","Phylloscartes ceciliae","Teixeira, 1987","Tyrannidae","Phylloscartes","Cara-pintada","28","12","2024","28","01","2025","28/12/2024","G. Nunes","B. Carvalho","Registro fotográfico","BRASIL","BR","Alagoas","Murici","Estação Ecológica de Murici","-9.21204","-35.86516","3","Floresta Atlântica"
"MN-0043689","Mycteria americana","Linnaeus, 1758","Ciconiidae","Mycteria","Cabeça-seca","","05","2024","","05","2024","05/2024","B. Carvalho","F. Oliveira","Observação","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.36812","-56.81011","2","Planície de inundação do Pantanal"
"MN-0043859","Penelope jacucaca","Spix, 1825","Cracidae","Penelope","Jacucaca","15","05","2016","15","05","2016","15/05/2016","B. Carvalho","P. Santos","Observação em campo","Brasil","BR","Bahia","Boa Nova","Parque Nacional de Boa Nova","-14.39323","-40.17747","3","Mata-de-cipó"
"MN-0043841","Procnias nudicollis","(Vieillot, 1817)","Cotingidae","Procnias","Araponga-do-nordeste","24","11","2019","24","11","2019","24/11/2019","M. Andrade","R. Cunha","Observação em campo","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.03272","-47.98213","5","Floresta Atlântica"
"MN-0043586","Anodorhynchus leari","Bonaparte, 1856","Psittacidae","Anodorhynchus","Arara-azul-de-lear","11","03","2022","11","03","2022","11/03/2022","D. Rocha","A. Maciel","Observação","Brasil","BR","Bahia","Canudos","ARIE Serra Branca","-9.89041","-39.0302","","Caatinga arbórea"
"MN-0043541","Butia odorata","(Barb.Rodr.) Noblick","Arecaceae","Butia","Butiá","26","10","2016","26","12","2016","26/10/2016","T. Almeida","G. Nunes","Espécime preservado","Brasil","BR","Rio Grande do Sul","Canguçu","Serra do Sudeste (zona rural)","-31.39619","-52.68973","1","Campos do Pampa"
"MN-0043648","Panthera onca","(Linnaeus, 1758)","Felidae","Panthera","Onça-pintada","10","04","2017","10","05","2018","10/04/2017","P. Santos","C. Lima","Observação","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.33813","-56.77111","2","Planície de inundação do Pantanal"
"MN-0042898","Rhea americana","(Linnaeus, 1758)","Rheidae","Rhea","Ema","24","02","2022","24","03","2022","24/02/2022","C. Lima","D. Rocha","Observação em campo","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.30937","-52.96447","6","Cerrado / campo limpo"
"MN-0043288","Penelope jacucaca","Spix, 1825","Cracidae","Penelope","Jacucaca","06","06","2021","06","07","2021","06/06/2021","M. Andrade","B. Carvalho","Observação em campo","Brasil","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.53687","-37.25597","4","Caatinga arbórea"
"","Anodorhynchus leari","Bonaparte, 1856","Psittacidae","Anodorhynchus","Arara-azul-de-lear","17","07","2021","17","09","2021","17/07/2021","F. Oliveira","P. Santos","Registro fotográfico","Brasil","BR","Bahia","Canudos","ARIE Serra Branca","-9.90333","-38.99347","2","Caatinga arbórea"
"MN-0043459","Sporophila albogularis","(Spix, 1825)","Thraupidae","Sporophila","Golinho","13","07","2017","13","07","2017","13/07/2017","B. Carvalho","G. Nunes","Coleta","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.64628","-38.53708","5","Caatinga arbórea"
"MN-0043349","Chrysocyon brachyurus","(Illiger, 1815)","Canidae","Chrysocyon","Lobo-guará","10","01","2024","10","02","2025","10/01/2024","A. Maciel","C. Lima","Registro fotográfico","Brasil","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.27238","-46.50175","1","Campo rupestre / rio de planalto"
"MN-0043517","Tapirus terrestris","(Linnaeus, 1758)","Tapiridae","Tapirus","Anta","13","06","2015","13","08","2016","13/06/2015","P. Santos","T. Almeida","Registro fotográfico","Brasil","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.30583","-46.48835","","Campo rupestre / rio de planalto"
"MN-0042940","Cereus jamacaru","DC.","Cactaceae","Cereus","Mandacaru","21","04","2016","21","04","2016","21/04/2016","F. Oliveira","G. Nunes","Espécime preservado","BRASIL","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.62489","-38.46735","","Caatinga arbórea"
"MN-0043746","Bertholletia excelsa","Bonpl.","Lecythidaceae","Bertholletia","Castanheira-do-pará","21","09","2015","21","12","2015","21/09/2015","L. Souza","M. Andrade","Espécime preservado","Brasil","BR","Pará","Melgaço","Floresta Nacional de Caxiuanã","-1.74273","-51.4975","1","Floresta de terra firme"
"","Paroaria dominicana","(Linnaeus, 1758)","Thraupidae","Paroaria","Cardeal-do-nordeste","28","07","2022","28","10","2022","28/07/2022","D. Rocha","D. Rocha","Material preservado (herbário)","Brasil","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.47577","-37.21418","4","Caatinga arbórea"
"MN-0043334","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","01","10","2018","01","10","2018","01/10/2018","A. Maciel","L. Souza","Observação em campo","Brasil","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.41687","-44.5886","4","Floresta Atlântica montana"
"MN-0043461","Prosopis affinis","Spreng.","Fabaceae","Prosopis","Inhanduvá","19","09","2020","19","12","2020","19/09/2020","G. Nunes","G. Nunes","Coleta","Brasil","BR","Rio Grande do Sul","Barra do Quaraí","Parque Estadual do Espinilho","-30.19187","-57.56266","2","Savana-estépica (Pampa)"
"MN-0043077","Caryocar brasiliense","Cambess.","Caryocaraceae","Caryocar","Pequi","01","12","2016","01","12","2016","01/12/2016","F. Oliveira","L. Souza","Espécime preservado","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.16155","-47.48167","2","Cerrado sentido restrito"
"MN-0043397","Cereus jamacaru","DC.","Cactaceae","Cereus","Mandacaru","12","01","2019","12","01","2019","12/01/2019","R. Cunha","C. Lima","Espécime preservado","Brasil","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.50691","-37.23602","2","Caatinga arbórea"
"MN-0043300","Leopardus geoffroyi","(d'Orbigny & Gervais, 1844)","Felidae","Leopardus","Gato-do-mato-grande","09","03","2015","09","07","2016","09/03/2015","R. Cunha","C. Lima","Observação","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.69492","-54.18071","2","Campos do Pampa"
